identifier,smiles,standard_inchi,standard_inchi_key,name,iupac_name,annotation_level,total_atom_count,heavy_atom_count,molecular_weight,exact_molecular_weight,molecular_formula,alogp,topological_polar_surface_area,rotatable_bond_count,hydrogen_bond_acceptors,hydrogen_bond_donors,hydrogen_bond_acceptors_lipinski,hydrogen_bond_donors_lipinski,lipinski_rule_of_five_violations,aromatic_rings_count,qed_drug_likeliness,formal_charge,fractioncsp3,number_of_minimal_rings,van_der_walls_volume,contains_sugar,contains_ring_sugars,contains_linear_sugars,murcko_framework,np_likeness,chemical_class,chemical_sub_class,chemical_super_class,direct_parent_classification,np_classifier_pathway,np_classifier_superclass,np_classifier_class,np_classifier_is_glycoside,organisms,collections,dois,synonyms,cas,is_pains,pains_reason,inchikey,P_TR,PS,rank
CNP0222290.1,O=C(N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OCC1=CC=CC=C1)C1=CC=CO1,"InChI=1S/C18H19NO5/c20-18(14-7-4-8-21-14)19-13-10-23-17-15(11-24-16(13)17)22-9-12-5-2-1-3-6-12/h1-8,13,15-17H,9-11H2,(H,19,20)/t13-,15+,16+,17+/m0/s1",PYTVZUXBQHCCRB-RKTXRCNFSA-N,,"~{N}-[(3~{S},3~{a}~{R},6~{R},6~{a}~{S})-6-benzyloxy-2,3,3~{a},5,6,6~{a}-hexahydrofuro[3,2-b]furan-3-yl]furan-2-carboxamide",1,43,24,329.35,329.12632,C18H19NO5,1.76,69.93,5,5,1,5,1,0,2,0.91,0,0.39,4,,False,False,False,o1cccc1CNC2COC3C(OCc4ccccc4)COC32,-0.69,Benzene and substituted derivatives,Benzylethers,Benzenoids,Benzylethers,Shikimates and Phenylpropanoids,,,False,,Super Natural II|ZINC NP,,,,False,,PYTVZUXBQHCCRB-RKTXRCNFSA-N,0.9976939558982849,0.8530283322930335,259
CNP0404963.0,CC(=O)N1CC(NC2=CC=C3OC=CC(=O)C3=C2)=CC1=O,"InChI=1S/C15H12N2O4/c1-9(18)17-8-11(7-15(17)20)16-10-2-3-14-12(6-10)13(19)4-5-21-14/h2-7,16H,8H2,1H3",DMMXRTMVJYVNIR-UHFFFAOYSA-N,STL522734,1-acetyl-3-[(4-oxochromen-6-yl)amino]-2~{H}-pyrrol-5-one,3,33,21,284.27,284.07971,C15H12N2O4,1.48,79.62,2,5,1,5,1,0,2,0.9,0,0.13,3,240.86,False,False,False,O1C=CCc2cc(ccc12)NC3=CCNC3,-0.19,Benzopyrans,1-benzopyrans,Organoheterocyclic compounds,Chromones,Polyketides,Chromanes,Chromones,False,,InterBioScreen Ltd,,"1-acetyl-4-((4-oxo-4H-chromen-6-yl)amino)-1H-pyrrol-2(5H)-one|1-acetyl-4-[(4-oxo-4H-chromen-6-yl)amino]-1,5-dihydro-2H-pyrrol-2-one|AKOS032448694",,False,,DMMXRTMVJYVNIR-UHFFFAOYSA-N,0.9976637363433838,0.8530024945735931,260
CNP0519803.0,COC1=CC=C(CC[N+]=C2CCC3=CC=CC=C3N2)C=C1OC,"InChI=1S/C19H22N2O2/c1-22-17-9-7-14(13-18(17)23-2)11-12-20-19-10-8-15-5-3-4-6-16(15)21-19/h3-7,9,13,21H,8,10-12H2,1-2H3/q+1",NDRFVPZQGAMIRN-UHFFFAOYSA-N,"(2E)-N-[2-(3,4-dimethoxyphenyl)ethyl]-3,4-dihydro-1H-quinolin-2-iminium",,3,45,23,310.4,310.16758,[C19H22N2O2]+,3.04,44.59,5,3,1,3,1,0,2,0.92,1,0.32,3,,False,False,False,N(=C1Nc2ccccc2CC1)CCc3ccccc3,-0.02,Quinolines and derivatives,Hydroquinolines,Organoheterocyclic compounds,Hydroquinolines,Alkaloids,Tryptophan alkaloids,Quinoline alkaloids,False,,Supernatural3,,"(2E)-N-[2-(3,4-dimethoxyphenyl)ethyl]-3,4-dihydro-1H-quinolin-2-iminium",,False,,NDRFVPZQGAMIRN-UHFFFAOYSA-N,0.9976130723953247,0.8529591768980026,261
CNP0230047.0,CC(=O)N1CC(NC2=CC=CC(C(C)O)=C2)=CC1=O,"InChI=1S/C14H16N2O3/c1-9(17)11-4-3-5-12(6-11)15-13-7-14(19)16(8-13)10(2)18/h3-7,9,15,17H,8H2,1-2H3",IOOVCVVRAYMRPB-UHFFFAOYSA-N,STL547632,1-acetyl-3-[3-(1-hydroxyethyl)anilino]-2~{H}-pyrrol-5-one,3,35,19,260.29,260.11609,C14H16N2O3,1.42,69.64,3,4,2,4,2,0,1,0.86,0,0.29,2,238.85,False,False,False,c1ccc(cc1)NC2=CCNC2,-0.41,Organonitrogen compounds,Amines,Organic nitrogen compounds,Secondary alkylarylamines,Alkaloids,,,False,,InterBioScreen Ltd,,"1-acetyl-4-((3-(1-hydroxyethyl)phenyl)amino)-1H-pyrrol-2(5H)-one|1-acetyl-4-{[3-(1-hydroxyethyl)phenyl]amino}-1,5-dihydro-2H-pyrrol-2-one|AKOS032448824",,False,,IOOVCVVRAYMRPB-UHFFFAOYSA-N,0.9975985884666443,0.8529467931389808,262
CNP0437738.1,O=C(N[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2N1C=C(C2=CC=CC=C2)N=N1)N1CCOCC1,"InChI=1S/C19H23N5O4/c25-19(23-6-8-26-9-7-23)20-15-11-27-18-16(12-28-17(15)18)24-10-14(21-22-24)13-4-2-1-3-5-13/h1-5,10,15-18H,6-9,11-12H2,(H,20,25)/t15-,16-,17+,18+/m0/s1",AMRJFARSPBWGJD-WNRNVDISSA-N,,"~{N}-[(3~{S},3~{a}~{R},6~{S},6~{a}~{R})-6-(4-phenyltriazol-1-yl)-2,3,3~{a},5,6,6~{a}-hexahydrofuro[3,2-b]furan-3-yl]morpholine-4-carboxamide",2,51,28,385.42,385.175,C19H23N5O4,0.69,90.74,3,7,1,7,1,0,2,0.84,0,0.53,5,336.82,False,False,False,n1nn(cc1-c2ccccc2)C3COC4C3OCC4NCN5CCOCC5,-1.65,Azoles,Triazoles,Organoheterocyclic compounds,"Phenyl-1,2,3-triazoles",,,,False,,Super Natural II|Supernatural3,,"N-[(3S,3aR,6S,6aR)-6-(4-phenyl-1,2,3-triazol-1-yl)-hexahydrofuro[3,2-b]furan-3-yl]morpholine-4-carboxamide",,False,,AMRJFARSPBWGJD-WNRNVDISSA-N,0.9975726008415222,0.8529245737195015,263
CNP0013466.2,CC(C)(C)C1=CN(C[C@H]2C[C@@H]3CC[N@@]2C[C@@H]3C(=O)NC2=NC=CS2)N=N1,"InChI=1S/C18H26N6OS/c1-18(2,3)15-11-24(22-21-15)9-13-8-12-4-6-23(13)10-14(12)16(25)20-17-19-5-7-26-17/h5,7,11-14H,4,6,8-10H2,1-3H3,(H,19,20,25)/t12-,13+,14-/m0/s1",UYRCHTYFXSTMNQ-MJBXVCDLSA-N,"(1~{R},3~{R},4~{S},6~{R})-6-[(4-~{tert}-butyltriazol-1-yl)methyl]-~{N}-thiazol-2-yl-quinuclidine-3-carboxamide","(1~{R},3~{R},4~{S},6~{R})-6-[(4-~{tert}-butyltriazol-1-yl)methyl]-~{N}-thiazol-2-yl-quinuclidine-3-carboxamide",1,52,26,374.51,374.18888,C18H26N6OS,2.38,75.94,4,7,1,7,1,0,2,0.89,0,0.67,5,,False,False,False,n1nn(cc1)CC2N3CCC(C2)C(CNc4nccs4)C3,-2.0,Piperidines,Piperidinecarboxylic acids and derivatives,Organoheterocyclic compounds,Piperidinecarboxamides,Alkaloids,,,False,,Super Natural II,,,,False,,UYRCHTYFXSTMNQ-MJBXVCDLSA-N,0.9975274205207825,0.852885944545269,264
CNP0158549.1,O=C(NCCC1=CC=CC=C1)[C@H]1O[C@@H]1C1=CC=CC=C1,"InChI=1S/C17H17NO2/c19-17(18-12-11-13-7-3-1-4-8-13)16-15(20-16)14-9-5-2-6-10-14/h1-10,15-16H,11-12H2,(H,18,19)/t15-,16+/m1/s1",GVOVFDWYHSVOSO-CVEARBPZSA-N,,,0,37,20,267.33,267.12593,C17H17NO2,2.49,41.63,5,2,1,2,1,0,2,0.85,0,0.24,3,253.63,,False,False,O1C(c2ccccc2)C1CNCCc3ccccc3,-0.09,,,,,,,,False,Clausena lansium,WikiData Natural Products,10.1080/10286020.2011.558841,,,False,,GVOVFDWYHSVOSO-CVEARBPZSA-N,0.9974898099899292,0.8528537875413894,265
CNP0112737.1,CC1=NC=CN1[C@H]1[C@@H]2OCC(O2)[C@@H](NCCC(C)(C)C)[C@@H]1O,"InChI=1S/C16H27N3O3/c1-10-17-7-8-19(10)13-14(20)12(11-9-21-15(13)22-11)18-6-5-16(2,3)4/h7-8,11-15,18,20H,5-6,9H2,1-4H3/t11?,12-,13-,14+,15-/m1/s1",PLGWSVUSISPPJJ-HKJOBYGYSA-N,"(2S,3S,4R,5R)-2-(3,3-dimethylbutylamino)-4-(2-methylimidazol-1-yl)-6,8-dioxabicyclo[3.2.1]octan-3-ol","(2~{S},3~{S},4~{R},5~{R})-2-(3,3-dimethylbutylamino)-4-(2-methylimidazol-1-yl)-6,8-dioxabicyclo[3.2.1]octan-3-ol",1,49,22,309.41,309.20524,C16H27N3O3,1.24,68.54,4,6,2,6,2,0,1,0.88,0,0.81,3,,False,False,False,n1ccn(c1)C2CCC3OC2OC3,0.01,Oxepanes,Oxepanes,Organoheterocyclic compounds,Oxepanes,Alkaloids,Nicotinic acid alkaloids,Pyridine alkaloids,False,,ZINC NP,,,,False,,PLGWSVUSISPPJJ-HKJOBYGYSA-N,0.9973996877670288,0.8527767330408096,266
CNP0113535.0,CN1C2CC(O)C1CC1=C2OC(C2=CC=CC=C2)CC1=O,"InChI=1S/C17H19NO3/c1-18-12-7-11-14(19)9-16(10-5-3-2-4-6-10)21-17(11)13(18)8-15(12)20/h2-6,12-13,15-16,20H,7-9H2,1H3",XHMPBHLVMQWJLB-UHFFFAOYSA-N,,"10-hydroxy-12-methyl-4-phenyl-3-oxa-12-azatricyclo[7.2.1.0^{2,7}]dodec-2(7)-en-6-one",1,40,21,285.34,285.13649,C17H19NO3,1.81,49.77,1,4,1,4,1,0,1,0.85,0,0.47,4,,False,False,False,O1C2=C(CCC1c3ccccc3)CC4NC2CC4,1.84,Pyrans,Pyranones and derivatives,Organoheterocyclic compounds,Dihydropyranones,Alkaloids,Ornithine alkaloids,Tropane alkaloids,False,,UNPD (Universal Natural Products Database),,,,False,,XHMPBHLVMQWJLB-UHFFFAOYSA-N,0.9973537921905518,0.8527374923229217,267
CNP0012357.1,COC(=O)[C@@H]1CC2=C(CN1CC1=CC=C(Cl)C=C1)N=CN2,"InChI=1S/C15H16ClN3O2/c1-21-15(20)14-6-12-13(18-9-17-12)8-19(14)7-10-2-4-11(16)5-3-10/h2-5,9,14H,6-8H2,1H3,(H,17,18)/t14-/m0/s1",RAKDDHKOOXBZIE-AWEZNQCLSA-N,"methyl (6S)-5-[(4-chlorophenyl)methyl]-1,4,6,7-tetrahydroimidazo[4,5-c]pyridine-6-carboxylate","methyl (6~{S})-5-[(4-chlorophenyl)methyl]-1,4,6,7-tetrahydroimidazo[4,5-c]pyridine-6-carboxylate",1,37,21,305.76,305.0931,C15H16ClN3O2,2.16,58.22,3,4,1,4,1,0,2,0.88,0,0.33,3,,False,False,False,N1=C[N]C2=C1CN(Cc3ccccc3)CC2,-1.06,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Organic acids and derivatives,Alpha amino acid esters,Alkaloids,Histidine alkaloids,Imidazole alkaloids,False,,ZINC NP,,,,False,,RAKDDHKOOXBZIE-AWEZNQCLSA-N,0.9973318576812744,0.8527187383174896,268
CNP0596833.1,CC(C)CC1=CC=C([C@@H](C)C(=O)NS(C)(=O)=O)C=C1,"InChI=1S/C14H21NO3S/c1-10(2)9-12-5-7-13(8-6-12)11(3)14(16)15-19(4,17)18/h5-8,10-11H,9H2,1-4H3,(H,15,16)/t11-/m1/s1",KQDRVXQXKZXMHP-LLVKDONJSA-N,reparixin,(2~{R})-2-(4-isobutylphenyl)-~{N}-methylsulfonyl-propanamide,3,40,19,283.39,283.12421,C14H21NO3S,2.06,63.24,5,3,1,3,1,0,1,0.9,0,0.5,1,,False,False,False,c1ccccc1,-0.58,Prenol lipids,Monoterpenoids,Lipids and lipid-like molecules,Aromatic monoterpenoids,,,,False,,DrugBankNP,,"(2R)-2-[4-(2-methylpropyl)phenyl]-N-methylsulfonylpropanamide|(R)-2-(4-isobutylphenyl)-N-(methylsulfonyl)propanamide|2-(4-isobutylphenyl)propionylmethanesulfonamide|266359-83-5|266359-83-5 (free base)|AC-32023|AKOS027250779|BCP10635|BDBM50169045|BENZENEACETAMIDE, .ALPHA.-METHYL-4-(2-METHYLPROPYL)-N-(METHYLSULFONYL)-, (.ALPHA.R)-|BS-16754|Benzeneacetamide, alpha-methyl-4-(2-methylpropyl)-N-(methylsulfonyl)-, (alphaR)-|CAS-266359-83-5|CCG-267282|CHEBI:177765|CHEMBL191413|CS-1379|D08984|DB12614|DF 1681Y|DF-1681Y|DTXCID4026509|DTXSID6046509|EX-A2461|GTPL8498|HY-15251|MFCD18633292|N-[(R)-2-(4-Isobutyl-phenyl)-propionyl]-methanesulfonamide|NS00068145|Q27088533|REPARIXIN [MART.]|REPARIXIN [USAN]|REPARIXIN [WHO-DD]|Reparixin (Repertaxin)|Reparixin (USAN\/INN)|Reparixin [INN]|Reparixin [USAN:INN]|Repertaxin;DF 1681Y|SCHEMBL1884299|Tox21_112272|U604E1NB3K|UNII-U604E1NB3K|repertaxin|s8640",266359-83-5|266359-83-5 (free base),False,,KQDRVXQXKZXMHP-LLVKDONJSA-N,0.9972827434539795,0.8526767456531524,269
CNP0036499.1,O=C(N[C@H]1CCN2C(=O)C3=CC=C(Cl)C=C3NC(=O)[C@H]12)C1=CC=CS1,"InChI=1S/C17H14ClN3O3S/c18-9-3-4-10-12(8-9)20-16(23)14-11(5-6-21(14)17(10)24)19-15(22)13-2-1-7-25-13/h1-4,7-8,11,14H,5-6H2,(H,19,22)(H,20,23)/t11-,14-/m0/s1",ZHJCWKIHPNWMNN-FZMZJTMJSA-N,NCGC00393757-01,"~{N}-[(6~{a}~{S},7~{S})-3-chloro-6,11-dioxo-6~{a},7,8,9-tetrahydro-5~{H}-pyrrolo[2,1-c][1,4]benzodiazepin-7-yl]thiophene-2-carboxamide",2,39,25,375.84,375.04444,C17H14ClN3O3S,2.37,78.51,2,4,2,4,2,0,2,0.85,0,0.24,4,,False,False,False,s1cccc1CNC2CCN3Cc4ccccc4NCC32,-1.39,Benzodiazepines,"1,4-benzodiazepines",Organoheterocyclic compounds,"1,4-benzodiazepines",Alkaloids,Anthranilic acid alkaloids,Benzodiazepine alkaloids,False,,Super Natural II|ZINC NP,,,,False,,ZHJCWKIHPNWMNN-FZMZJTMJSA-N,0.9971432089805603,0.852557443678379,270
CNP0108707.1,CN(C)C1=CC=CC(OC2=NN=NN2[C@H]2CO[C@H]3[C@@H]2OC[C@@H]3N)=C1,"InChI=1S/C15H20N6O3/c1-20(2)9-4-3-5-10(6-9)24-15-17-18-19-21(15)12-8-23-13-11(16)7-22-14(12)13/h3-6,11-14H,7-8,16H2,1-2H3/t11-,12-,13+,14+/m0/s1",YXUGJOAWRMPQDZ-IGQOVBAYSA-N,NCGC00400747-01,"(3~{S},3~{a}~{R},6~{S},6~{a}~{R})-6-[5-[3-(dimethylamino)phenoxy]tetrazol-1-yl]-2,3,3~{a},5,6,6~{a}-hexahydrofuro[3,2-b]furan-3-amine",2,44,24,332.36,332.15969,C15H20N6O3,0.2,100.55,4,9,1,9,1,0,2,0.85,0,0.53,4,,False,False,False,n1nc(Oc2ccccc2)n(n1)C3COC4CCOC43,-1.33,Organooxygen compounds,Ethers,Organic oxygen compounds,Diarylethers,Alkaloids,,,False,,Super Natural II|ZINC NP,,,,False,,YXUGJOAWRMPQDZ-IGQOVBAYSA-N,0.9971103668212891,0.8525293636322021,271
CNP0025968.1,CS(=O)(=O)NC[C@H]1CN2C(C3=CC=C(Cl)C=C3)=CN=C2CO1,"InChI=1S/C14H16ClN3O3S/c1-22(19,20)17-6-12-8-18-13(7-16-14(18)9-21-12)10-2-4-11(15)5-3-10/h2-5,7,12,17H,6,8-9H2,1H3/t12-/m0/s1",ZZNZZABMGLJVPI-LBPRGKRZSA-N,"N-[[(6R)-3-(4-chlorophenyl)-6,8-dihydro-5H-imidazo[2,1-c][1,4]oxazin-6-yl]methyl]methanesulfonamide","~{N}-[[(6~{R})-3-(4-chlorophenyl)-6,8-dihydro-5~{H}-imidazo[2,1-c][1,4]oxazin-6-yl]methyl]methanesulfonamide",2,38,22,341.82,341.06009,C14H16ClN3O3S,1.65,73.22,4,5,1,5,1,0,2,0.92,0,0.36,3,,False,False,False,n1cc(-c2ccccc2)n3c1COCC3,-1.29,Azoles,Imidazoles,Organoheterocyclic compounds,Phenylimidazoles,Alkaloids,,,False,,ZINC NP,,CHEMBL3437197,,False,,ZZNZZABMGLJVPI-LBPRGKRZSA-N,0.9971066117286682,0.8525261530280113,272
CNP0442910.2,CO[C@H]1CO[C@@H]2[C@@H]1OC[C@@H]2N1C=C(C2=CC=CC=C2)N=N1,"InChI=1S/C15H17N3O3/c1-19-13-9-21-14-12(8-20-15(13)14)18-7-11(16-17-18)10-5-3-2-4-6-10/h2-7,12-15H,8-9H2,1H3/t12-,13-,14-,15+/m0/s1",DKQNTMXZPBBGGO-ZQDZILKHSA-N,,"1-[(3~{S},3~{a}~{S},6~{S},6~{a}~{S})-6-methoxy-2,3,3~{a},5,6,6~{a}-hexahydrofuro[3,2-b]furan-3-yl]-4-phenyl-triazole",2,38,21,287.32,287.12699,C15H17N3O3,1.3,58.4,3,6,0,6,0,0,2,0.85,0,0.47,4,251.62,False,False,False,n1nn(cc1-c2ccccc2)C3COC4CCOC43,-0.72,Azoles,Triazoles,Organoheterocyclic compounds,"Phenyl-1,2,3-triazoles",Alkaloids,,,False,,Supernatural3,,"1-[(3S,3aR,6R,6aS)-6-methoxy-hexahydrofuro[3,2-b]furan-3-yl]-4-phenyl-1,2,3-triazole",,False,,DKQNTMXZPBBGGO-ZQDZILKHSA-N,0.9970479607582092,0.8524760064482688,273
CNP0230016.0,COC1=CC(OC)=CC(C(=O)NC2=NN=C(CC(C)(C)C)S2)=C1,"InChI=1S/C16H21N3O3S/c1-16(2,3)9-13-18-19-15(23-13)17-14(20)10-6-11(21-4)8-12(7-10)22-5/h6-8H,9H2,1-5H3,(H,17,19,20)",RQNWUUHQIGHHPC-UHFFFAOYSA-N,"N-[5-(2,2-dimethylpropyl)-1,3,4-thiadiazol-2-yl]-3,5-dimethoxybenzamide","~{N}-[5-(2,2-dimethylpropyl)-1,3,4-thiadiazol-2-yl]-3,5-dimethoxy-benzamide",2,44,23,335.43,335.13036,C16H21N3O3S,3.4,73.34,5,6,1,6,1,0,2,0.91,0,0.44,2,,False,False,False,n1nc(sc1)NCc2ccccc2,-1.64,Benzene and substituted derivatives,Methoxybenzenes,Benzenoids,Dimethoxybenzenes,Alkaloids,,,False,,ZINC NP,,AKOS000654274|STL260455,,False,,RQNWUUHQIGHHPC-UHFFFAOYSA-N,0.9970273375511169,0.852458373606205,274
CNP0579450.2,CN1C(=O)[C@@H](CC2=CC=CC=C2O)NC(=O)C1=CC1=CC=CC=C1,"InChI=1S/C19H18N2O3/c1-21-16(11-13-7-3-2-4-8-13)18(23)20-15(19(21)24)12-14-9-5-6-10-17(14)22/h2-11,15,22H,12H2,1H3,(H,20,23)/t15-/m1/s1",VBUDQOSTXCZQCE-OAHLLOKOSA-N,"(3R)-6-benzylidene-3-[(2-hydroxyphenyl)methyl]-1-methylpiperazine-2,5-dione","(3~{R})-6-benzylidene-3-[(2-hydroxyphenyl)methyl]-1-methyl-piperazine-2,5-dione",1,42,24,322.36,322.13174,C19H18N2O3,1.93,69.64,3,3,2,3,2,0,2,0.85,0,0.16,3,,False,False,False,c1ccc(cc1)C=C2NCC(NC2)Cc3ccccc3,0.62,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Organic acids and derivatives,Alpha amino acids,Alkaloids,,,False,,Supernatural3,,,,False,,VBUDQOSTXCZQCE-OAHLLOKOSA-N,0.9969874024391174,0.8524242290854454,275
CNP0456677.1,CN(C)C1=CC=C(C2=NN=NN2[C@H]2CO[C@H]3[C@@H]2OC[C@@H]3N)C=C1,"InChI=1S/C15H20N6O2/c1-20(2)10-5-3-9(4-6-10)15-17-18-19-21(15)12-8-23-13-11(16)7-22-14(12)13/h3-6,11-14H,7-8,16H2,1-2H3/t11-,12-,13+,14+/m0/s1",MIPMLZUOSKPTSA-IGQOVBAYSA-N,,"(3~{S},3~{a}~{R},6~{S},6~{a}~{R})-6-[5-[4-(dimethylamino)phenyl]tetrazol-1-yl]-2,3,3~{a},5,6,6~{a}-hexahydrofuro[3,2-b]furan-3-amine",1,43,23,316.37,316.16477,C15H20N6O2,0.07,91.32,3,8,1,8,1,0,2,0.86,0,0.53,4,,False,False,False,n1nc(-c2ccccc2)n(n1)C3COC4CCOC43,-1.32,Furofurans,Furofurans,Organoheterocyclic compounds,Furofurans,Alkaloids,,,False,,Super Natural II,,,,False,,MIPMLZUOSKPTSA-IGQOVBAYSA-N,0.9969293475151062,0.8523745921254158,276
CNP0202115.3,CN1[C@@H](C2CSC(C3=CC=CC=C3O)=N2)SC[C@]1(C)C(=O)O,"InChI=1S/C15H18N2O3S2/c1-15(14(19)20)8-22-13(17(15)2)10-7-21-12(16-10)9-5-3-4-6-11(9)18/h3-6,10,13,18H,7-8H2,1-2H3,(H,19,20)/t10?,13-,15-/m1/s1",IYXVCNSDGXPAND-SKNXHYNKSA-N,,"(2~{R},4~{S})-2-[2-(2-hydroxyphenyl)-4,5-dihydrothiazol-4-yl]-3,4-dimethyl-thiazolidine-4-carboxylic acid",3,40,22,338.45,338.07588,C15H18N2O3S2,2.1,73.13,3,6,2,6,2,0,1,0.88,0,0.47,3,,False,False,False,N1=C(SCC1C2SCCN2)c3ccccc3,0.87,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Organic acids and derivatives,Alpha amino acids,Alkaloids,Serine alkaloids,Thiazole alkaloids,False,,NPEdia,,Thiazostatin A,,False,,IYXVCNSDGXPAND-SKNXHYNKSA-N,0.9969171285629272,0.8523641449213027,277
CNP0479720.1,CC(C)(C)C1=CN(C[C@H]2OC[C@H](O)[C@H]2NCC2=CC=CS2)N=N1,"InChI=1S/C16H24N4O2S/c1-16(2,3)14-9-20(19-18-14)8-13-15(12(21)10-22-13)17-7-11-5-4-6-23-11/h4-6,9,12-13,15,17,21H,7-8,10H2,1-3H3/t12-,13+,15+/m0/s1",TWTDMNLPCXLJKX-GZBFAFLISA-N,,"(3~{R},4~{R},5~{R})-5-[(4-~{tert}-butyltriazol-1-yl)methyl]-4-(2-thienylmethylamino)tetrahydrofuran-3-ol",3,47,23,336.46,336.162,C16H24N4O2S,1.56,72.2,5,7,2,7,2,0,2,0.87,0,0.63,3,,False,False,False,n1nn(cc1)CC2OCCC2NCc3sccc3,-1.33,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Organic oxygen compounds,Monosaccharides,Alkaloids,,,False,,Supernatural3,,"(3R,4R,5R)-5-[(4-tert-butyltriazol-1-yl)methyl]-4-(thiophen-2-ylmethylamino)oxolan-3-ol",,False,,TWTDMNLPCXLJKX-GZBFAFLISA-N,0.996911883354187,0.8523596602678298,278
CNP0382594.1,CC1=CC=CC(NC(=O)O[C@@H]2CCN3CC4=CC=CC=C4N=C23)=C1,"InChI=1S/C19H19N3O2/c1-13-5-4-7-15(11-13)20-19(23)24-17-9-10-22-12-14-6-2-3-8-16(14)21-18(17)22/h2-8,11,17H,9-10,12H2,1H3,(H,20,23)/t17-/m1/s1",ZMTGIYJAMVPNPD-QGZVFWFLSA-N,,"[(3~{R})-1,2,3,9-tetrahydropyrrolo[2,1-b]quinazolin-3-yl] ~{N}-(m-tolyl)carbamate",1,43,24,321.38,321.14773,C19H19N3O2,3.86,53.93,2,4,1,4,1,0,2,0.91,0,0.26,4,,False,False,False,N=1c2ccccc2CN3C1C(OCNc4ccccc4)CC3,-0.54,Benzene and substituted derivatives,Phenylcarbamic acid esters,Benzenoids,Phenylcarbamic acid esters,Alkaloids,Anthranilic acid alkaloids,Quinazoline alkaloids,False,,Super Natural II,,,,False,,ZMTGIYJAMVPNPD-QGZVFWFLSA-N,0.9968253374099731,0.852285663485527,279
CNP0521110.1,O=C(NC1=CN([C@H]2C[C@@H](CO)N(CC3=CC=CS3)C2)N=C1)C1CC1,"InChI=1S/C17H22N4O2S/c22-11-15-6-14(9-20(15)10-16-2-1-5-24-16)21-8-13(7-18-21)19-17(23)12-3-4-12/h1-2,5,7-8,12,14-15,22H,3-4,6,9-11H2,(H,19,23)/t14-,15-/m0/s1",SILULYLYICGFFV-GJZGRUSLSA-N,,"~{N}-[1-[(3~{S},5~{S})-5-(hydroxymethyl)-1-(2-thienylmethyl)pyrrolidin-3-yl]pyrazol-4-yl]cyclopropanecarboxamide",2,46,24,346.46,346.14635,C17H22N4O2S,2.1,70.39,6,6,2,6,2,0,2,0.84,0,0.53,4,,False,False,False,n1cc(cn1C2CN(Cc3sccc3)CC2)NCC4CC4,-2.05,Organonitrogen compounds,N-arylamides,Organic nitrogen compounds,N-arylamides,Alkaloids,,,False,,Supernatural3,,"N-[1-[(3S,5S)-5-(hydroxymethyl)-1-(thiophen-2-ylmethyl)pyrrolidin-3-yl]pyrazol-4-yl]cyclopropanecarboxamide",,False,,SILULYLYICGFFV-GJZGRUSLSA-N,0.9968067407608032,0.8522697633504868,280
CNP0009394.0,O=C(NC1=CC=C(Br)C=C1)C1=CC2=CC=CC=C2OC1,"InChI=1S/C16H12BrNO2/c17-13-5-7-14(8-6-13)18-16(19)12-9-11-3-1-2-4-15(11)20-10-12/h1-9H,10H2,(H,18,19)",STAPMTFRDQEWMH-UHFFFAOYSA-N,N-(4-bromophenyl)-2H-chromene-3-carboxamide,~{N}-(4-bromophenyl)-2~{H}-chromene-3-carboxamide,2,32,20,330.18,329.00514,C16H12BrNO2,3.86,38.33,2,2,1,2,1,0,2,0.91,0,0.06,3,,False,False,False,O1c2ccccc2C=C(C1)CNc3ccccc3,-0.97,Benzopyrans,1-benzopyrans,Organoheterocyclic compounds,1-benzopyrans,Shikimates and Phenylpropanoids,,,False,,ZINC NP,,AKOS002255536|STL017607,,False,,STAPMTFRDQEWMH-UHFFFAOYSA-N,0.996731162071228,0.8522051435708999,281
CNP0443829.1,CC(C)(C)C1=CC=NC(N[C@H]2CO[C@H]3[C@@H]2OC[C@@H]3NCC2=CC=CO2)=N1,"InChI=1S/C19H26N4O3/c1-19(2,3)15-6-7-20-18(23-15)22-14-11-26-16-13(10-25-17(14)16)21-9-12-5-4-8-24-12/h4-8,13-14,16-17,21H,9-11H2,1-3H3,(H,20,22,23)/t13-,14-,16+,17+/m0/s1",DYLZIGROTFNUEH-XJNFMUPTSA-N,,"(3~{S},3~{a}~{R},6~{S},6~{a}~{R})-~{N}6-(4-~{tert}-butylpyrimidin-2-yl)-~{N}3-(2-furylmethyl)-2,3,3~{a},5,6,6~{a}-hexahydrofuro[3,2-b]furan-3,6-diamine",1,52,26,358.44,358.20049,C19H26N4O3,2.1,81.44,5,7,2,7,2,0,2,0.85,0,0.58,4,,False,False,False,n1cccnc1NC2COC3C2OCC3NCc4occc4,-1.15,Furofurans,Furofurans,Organoheterocyclic compounds,Furofurans,Alkaloids,,,False,,Super Natural II,,,,False,,DYLZIGROTFNUEH-XJNFMUPTSA-N,0.9965450167655945,0.8520459893345833,282
