identifier,smiles,standard_inchi,standard_inchi_key,name,iupac_name,annotation_level,total_atom_count,heavy_atom_count,molecular_weight,exact_molecular_weight,molecular_formula,alogp,topological_polar_surface_area,rotatable_bond_count,hydrogen_bond_acceptors,hydrogen_bond_donors,hydrogen_bond_acceptors_lipinski,hydrogen_bond_donors_lipinski,lipinski_rule_of_five_violations,aromatic_rings_count,qed_drug_likeliness,formal_charge,fractioncsp3,number_of_minimal_rings,van_der_walls_volume,contains_sugar,contains_ring_sugars,contains_linear_sugars,murcko_framework,np_likeness,chemical_class,chemical_sub_class,chemical_super_class,direct_parent_classification,np_classifier_pathway,np_classifier_superclass,np_classifier_class,np_classifier_is_glycoside,organisms,collections,dois,synonyms,cas,is_pains,pains_reason,inchikey,P_TR,PS,rank
CNP0170159.0,COC1=CC(C=CC(=O)N2C=CC=C2)=CC(OC)=C1O,"InChI=1S/C15H15NO4/c1-19-12-9-11(10-13(20-2)15(12)18)5-6-14(17)16-7-3-4-8-16/h3-10,18H,1-2H3",NTUHTAKHEMBKOG-UHFFFAOYSA-N,,"3-(4-hydroxy-3,5-dimethoxy-phenyl)-1-pyrrol-1-yl-prop-2-en-1-one",1,35,20,273.29,273.10011,C15H15NO4,2.56,60.69,4,5,1,5,1,0,2,0.87,0,0.13,2,,False,False,False,c1ccc(cc1)C=CCn2cccc2,0.31,Cinnamic acids and derivatives,Hydroxycinnamic acids and derivatives,Phenylpropanoids and polyketides,Hydroxycinnamic acids,Shikimates and Phenylpropanoids,Phenylpropanoids (C6-C3),Cinnamic acids and derivatives,False,,UNPD (Universal Natural Products Database),,,,False,,NTUHTAKHEMBKOG-UHFFFAOYSA-N,0.9986147880554199,0.8538156437873841,236
CNP0058260.2,CN(C)C1=CC=C(C2=CC=NC(N[C@@H]3CO[C@@H]4[C@@H]3OC[C@H]4O)=N2)C=C1,"InChI=1S/C18H22N4O3/c1-22(2)12-5-3-11(4-6-12)13-7-8-19-18(20-13)21-14-9-24-17-15(23)10-25-16(14)17/h3-8,14-17,23H,9-10H2,1-2H3,(H,19,20,21)/t14-,15-,16-,17+/m1/s1",HHCBIUPMTUGRMF-VQHPVUNQSA-N,,"(3~{R},3~{a}~{R},6~{R},6~{a}~{S})-3-[[4-[4-(dimethylamino)phenyl]pyrimidin-2-yl]amino]-2,3,3~{a},5,6,6~{a}-hexahydrofuro[3,2-b]furan-6-ol",3,47,25,342.4,342.16919,C18H22N4O3,1.15,79.74,4,7,2,7,2,0,2,0.86,0,0.44,4,,False,False,False,n1ccc(nc1NC2COC3CCOC32)-c4ccccc4,-0.7,Furofurans,Furofurans,Organoheterocyclic compounds,Furofurans,Alkaloids,Nicotinic acid alkaloids,Pyridine alkaloids,False,,Supernatural3,,"(3R,3aR,6S,6aR)-6-({4-[4-(dimethylamino)phenyl]pyrimidin-2-yl}amino)-hexahydrofuro[3,2-b]furan-3-ol",,False,,HHCBIUPMTUGRMF-VQHPVUNQSA-N,0.9985818862915039,0.8537875127792358,237
CNP0536071.1,O=C(N[C@@H]1[C@@H](O)CO[C@@H]1CN1C=C(C2CC2)N=N1)C1=CC=CS1,"InChI=1S/C15H18N4O3S/c20-11-8-22-12(7-19-6-10(17-18-19)9-3-4-9)14(11)16-15(21)13-2-1-5-23-13/h1-2,5-6,9,11-12,14,20H,3-4,7-8H2,(H,16,21)/t11-,12+,14+/m0/s1",UHSDBENCWRUJRJ-OUCADQQQSA-N,,"~{N}-[(2~{R},3~{R},4~{R})-2-[(4-cyclopropyltriazol-1-yl)methyl]-4-hydroxy-tetrahydrofuran-3-yl]thiophene-2-carboxamide",2,41,23,334.4,334.10996,C15H18N4O3S,0.78,89.27,5,7,2,7,2,0,2,0.84,0,0.53,4,289.58,False,False,False,n1nn(cc1C2CC2)CC3OCCC3NCc4sccc4,-1.28,Thiophenes,Thiophene carboxylic acids and derivatives,Organoheterocyclic compounds,Thiophene carboxamides,Alkaloids,Nicotinic acid alkaloids,Pyridine alkaloids,False,,Supernatural3,,"N-[(2R,3R,4R)-2-[(4-cyclopropyltriazol-1-yl)methyl]-4-hydroxyoxolan-3-yl]thiophene-2-carboxamide",,False,,UHSDBENCWRUJRJ-OUCADQQQSA-N,0.9985632300376892,0.8537715616822242,238
CNP0031791.2,CC1(C)OC[C@H]([C@H](C2=CC=CS2)N(O)CC2=CC=CC=C2)O1,"InChI=1S/C17H21NO3S/c1-17(2)20-12-14(21-17)16(15-9-6-10-22-15)18(19)11-13-7-4-3-5-8-13/h3-10,14,16,19H,11-12H2,1-2H3/t14-,16-/m1/s1",KFATWFCXHUPNKN-GDBMZVCRSA-N,AKOS004902063,"~{N}-benzyl-~{N}-[(~{R})-[(4~{S})-2,2-dimethyl-1,3-dioxolan-4-yl]-(2-thienyl)methyl]hydroxylamine",3,43,22,319.43,319.12421,C17H21NO3S,3.83,41.93,5,5,1,5,1,0,2,0.85,0,0.41,3,,False,False,False,O1COC(C1)C(NCc2ccccc2)c3sccc3,-0.27,Organooxygen compounds,Ethers,Organic oxygen compounds,Ketals,,,,False,,Super Natural II|Supernatural3,,"N-benzyl-N-[(R)-[(4S)-2,2-dimethyl-1,3-dioxolan-4-yl](thiophen-2-yl)methyl]hydroxylamine",,False,,KFATWFCXHUPNKN-GDBMZVCRSA-N,0.9985485672950745,0.8537590250372886,239
CNP0554309.1,CO[C@@H]1C(=O)N(CC2=CC=CC=C2)[C@@H]2CN(C(=O)NC3=CC=C(Cl)C=C3)C[C@H]12,"InChI=1S/C21H22ClN3O3/c1-28-19-17-12-24(21(27)23-16-9-7-15(22)8-10-16)13-18(17)25(20(19)26)11-14-5-3-2-4-6-14/h2-10,17-19H,11-13H2,1H3,(H,23,27)/t17-,18+,19-/m0/s1",CSDCIDCXXONWON-OTWHNJEPSA-N,,"(3~{S},3~{a}~{S},6~{a}~{S})-1-benzyl-~{N}-(4-chlorophenyl)-3-methoxy-2-oxo-3~{a},4,6,6~{a}-tetrahydro-3~{H}-pyrrolo[3,4-b]pyrrole-5-carboxamide",2,50,28,399.88,399.13497,C21H22ClN3O3,3.23,61.88,4,3,1,3,1,0,2,0.86,0,0.33,4,348.88,False,False,False,c1ccc(cc1)NCN2CC3N(Cc4ccccc4)CCC3C2,-0.88,Benzene and substituted derivatives,N-phenylureas,Benzenoids,N-phenylureas,Alkaloids,,,False,,Supernatural3,,"(3S,3aS,6aS)-1-benzyl-N-(4-chlorophenyl)-3-methoxy-2-oxo-3a,4,6,6a-tetrahydro-3H-pyrrolo[3,4-b]pyrrole-5-carboxamide",,False,,CSDCIDCXXONWON-OTWHNJEPSA-N,0.9985116124153137,0.8537274286150932,240
CNP0555190.1,O=C(NC1=CC=CC=C1Cl)N1C[C@@H]2[C@H](O)C(=O)N(CC3=CC=CC=C3)[C@@H]2C1,"InChI=1S/C20H20ClN3O3/c21-15-8-4-5-9-16(15)22-20(27)23-11-14-17(12-23)24(19(26)18(14)25)10-13-6-2-1-3-7-13/h1-9,14,17-18,25H,10-12H2,(H,22,27)/t14-,17+,18-/m0/s1",HBOJYYUCGMWION-QGTPRVQTSA-N,,"(3~{S},3~{a}~{S},6~{a}~{S})-1-benzyl-~{N}-(2-chlorophenyl)-3-hydroxy-2-oxo-3~{a},4,6,6~{a}-tetrahydro-3~{H}-pyrrolo[3,4-b]pyrrole-5-carboxamide",2,47,27,385.85,385.11932,C20H20ClN3O3,2.58,72.88,3,3,2,3,2,0,2,0.85,0,0.3,4,,False,False,False,c1ccc(cc1)NCN2CC3N(Cc4ccccc4)CCC3C2,-0.97,Benzene and substituted derivatives,N-phenylureas,Benzenoids,N-phenylureas,Alkaloids,Ornithine alkaloids,Pyrrolidine alkaloids,False,,Supernatural3,,"(3S,3aS,6aS)-1-benzyl-N-(2-chlorophenyl)-3-hydroxy-2-oxo-3a,4,6,6a-tetrahydro-3H-pyrrolo[3,4-b]pyrrole-5-carboxamide",,False,,HBOJYYUCGMWION-QGTPRVQTSA-N,0.9984692931175232,0.8536912456154823,241
CNP0213615.2,CO[C@H]1CO[C@@H]2[C@@H]1OC[C@@H]2NC1=NC=CC(C2=CC=CC=C2)=N1,"InChI=1S/C17H19N3O3/c1-21-14-10-23-15-13(9-22-16(14)15)20-17-18-8-7-12(19-17)11-5-3-2-4-6-11/h2-8,13-16H,9-10H2,1H3,(H,18,19,20)/t13-,14-,15-,16+/m0/s1",MZPHAXFNTVFIJU-YHUYYLMFSA-N,,"~{N}-[(3~{S},3~{a}~{S},6~{S},6~{a}~{S})-6-methoxy-2,3,3~{a},5,6,6~{a}-hexahydrofuro[3,2-b]furan-3-yl]-4-phenyl-pyrimidin-2-amine",2,42,23,313.36,313.14264,C17H19N3O3,1.74,65.5,4,6,1,6,1,0,2,0.93,0,0.41,4,,False,False,False,n1ccc(nc1NC2COC3CCOC32)-c4ccccc4,-0.59,Furofurans,Furofurans,Organoheterocyclic compounds,Furofurans,Alkaloids,Nicotinic acid alkaloids,Pyridine alkaloids,False,,Supernatural3,,"N-[(3S,3aR,6R,6aS)-6-methoxy-hexahydrofuro[3,2-b]furan-3-yl]-4-phenylpyrimidin-2-amine",,False,,MZPHAXFNTVFIJU-YHUYYLMFSA-N,0.9984012246131897,0.8536330470442772,242
CNP0037765.1,CO[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2NC1=NC=CC(C2=CC=CO2)=N1,"InChI=1S/C15H17N3O4/c1-19-12-8-22-13-10(7-21-14(12)13)18-15-16-5-4-9(17-15)11-3-2-6-20-11/h2-6,10,12-14H,7-8H2,1H3,(H,16,17,18)/t10-,12+,13+,14+/m0/s1",GMNGSHKJJLVDQE-IGHBBLSQSA-N,,"~{N}-[(3~{S},3~{a}~{R},6~{R},6~{a}~{S})-6-methoxy-2,3,3~{a},5,6,6~{a}-hexahydrofuro[3,2-b]furan-3-yl]-4-(2-furyl)pyrimidin-2-amine",3,39,22,303.32,303.12191,C15H17N3O4,1.33,78.64,4,7,1,7,1,0,2,0.91,0,0.47,4,,False,False,False,n1ccc(nc1NC2COC3CCOC32)-c4occc4,-0.89,Furofurans,Furofurans,Organoheterocyclic compounds,Furofurans,Alkaloids,,,False,,Super Natural II|Supernatural3,,"N-[(3S,3aR,6R,6aS)-6-methoxy-hexahydrofuro[3,2-b]furan-3-yl]-4-(furan-2-yl)pyrimidin-2-amine",,False,,GMNGSHKJJLVDQE-IGHBBLSQSA-N,0.9983989596366882,0.8536311104893685,243
CNP0440149.2,O=C1N[C@@H](CC2=CC=CS2)C(=O)N2CCN(C(=O)C3=CC=CS3)C[C@@H]12,"InChI=1S/C17H17N3O3S2/c21-15-13-10-19(17(23)14-4-2-8-25-14)5-6-20(13)16(22)12(18-15)9-11-3-1-7-24-11/h1-4,7-8,12-13H,5-6,9-10H2,(H,18,21)/t12-,13-/m0/s1",BVFDKQBLMHSBJH-STQMWFEESA-N,,"(7~{S},9~{a}~{S})-7-(2-thienylmethyl)-2-(thiophene-2-carbonyl)-1,3,4,7,8,9~{a}-hexahydropyrazino[1,2-a]pyrazine-6,9-dione",2,42,25,375.48,375.07113,C17H17N3O3S2,1.2,69.72,3,5,1,5,1,0,2,0.88,0,0.35,4,,False,False,False,s1cccc1CN2CCN3CC(NCC3C2)Cc4sccc4,-1.15,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Organic acids and derivatives,Alpha amino acids,Amino acids and Peptides,,,False,,Super Natural II|Supernatural3,,"(3S,9aS)-3-(thiophen-2-ylmethyl)-8-(thiophene-2-carbonyl)-hexahydropyrazino[1,2-a]piperazine-1,4-dione",,False,,BVFDKQBLMHSBJH-STQMWFEESA-N,0.9983583092689514,0.8535963544249534,244
CNP0343881.1,COC1=CC=C([C@@H]2NC(=O)NC3=C2C(=O)N(C)C3)C=C1OC,"InChI=1S/C15H17N3O4/c1-18-7-9-12(14(18)19)13(17-15(20)16-9)8-4-5-10(21-2)11(6-8)22-3/h4-6,13H,7H2,1-3H3,(H2,16,17,20)/t13-/m0/s1",LXZIUKBDDPDSDE-ZDUSSCGKSA-N,,"(4~{S})-4-(3,4-dimethoxyphenyl)-6-methyl-1,3,4,7-tetrahydropyrrolo[3,4-d]pyrimidine-2,5-dione",1,39,22,303.32,303.12191,C15H17N3O4,0.78,79.9,3,4,2,4,2,0,1,0.86,0,0.33,3,,False,False,False,c1ccc(cc1)C2NCNC3=C2CNC3,-0.31,Benzene and substituted derivatives,Methoxybenzenes,Benzenoids,Dimethoxybenzenes,Alkaloids,Histidine alkaloids,Imidazole alkaloids,False,,Super Natural II,,,,False,,LXZIUKBDDPDSDE-ZDUSSCGKSA-N,0.998347282409668,0.8535869264602661,245
CNP0031049.2,O=C1N[C@@H]2CCN(C(=O)C3=CC=CS3)[C@@H]2C(=O)N1CC1=CC=CC=C1,"InChI=1S/C18H17N3O3S/c22-16(14-7-4-10-25-14)20-9-8-13-15(20)17(23)21(18(24)19-13)11-12-5-2-1-3-6-12/h1-7,10,13,15H,8-9,11H2,(H,19,24)/t13-,15+/m1/s1",OHABJMQCOZMJOT-HIFRSBDPSA-N,,"(4~{a}~{S},7~{a}~{R})-3-benzyl-5-(thiophene-2-carbonyl)-4~{a},6,7,7~{a}-tetrahydro-1~{H}-pyrrolo[3,2-d]pyrimidine-2,4-dione",3,42,25,355.42,355.09906,C18H17N3O3S,2.08,69.72,3,4,1,4,1,0,2,0.92,0,0.28,4,,False,False,False,s1cccc1CN2CCC3NCN(Cc4ccccc4)CC23,-1.39,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Organic acids and derivatives,Alpha amino acids,Alkaloids,,,False,,Super Natural II|Supernatural3,,"(4aS,7aR)-3-benzyl-5-(thiophene-2-carbonyl)-tetrahydro-1H-pyrrolo[3,2-d]pyrimidine-2,4-dione",,False,,OHABJMQCOZMJOT-HIFRSBDPSA-N,0.9983110427856445,0.8535559415817261,246
CNP0480008.0,COC1=CC(CC2=CN=CS2)=CC(OC)=C1O,"InChI=1S/C12H13NO3S/c1-15-10-4-8(3-9-6-13-7-17-9)5-11(16-2)12(10)14/h4-7,14H,3H2,1-2H3",JQKKUUCEMIOBIH-UHFFFAOYSA-N,"2,6-dimethoxy-4-(1,3-thiazol-5-ylmethyl)phenol","2,6-dimethoxy-4-(thiazol-5-ylmethyl)phenol",4,30,17,251.31,251.06161,C12H13NO3S,2.46,51.58,4,5,1,5,1,0,2,0.91,0,0.25,2,,False,False,False,n1csc(c1)Cc2ccccc2,-0.18,Phenols,Methoxyphenols,Benzenoids,Methoxyphenols,Alkaloids,,,False,Peganum harmala,NPASS,10.1021/acs.jnatprod.6b01146,CHEMBL4061290,,False,,JQKKUUCEMIOBIH-UHFFFAOYSA-N,0.9982535243034363,0.853506763279438,247
CNP0440395.2,O=C(N[C@H]1CO[C@H]2[C@H]1OC[C@H]2N1N=NN=C1C1=CC=CC=C1)C1CC1,"InChI=1S/C17H19N5O3/c23-17(11-6-7-11)18-12-8-24-15-13(9-25-14(12)15)22-16(19-20-21-22)10-4-2-1-3-5-10/h1-5,11-15H,6-9H2,(H,18,23)/t12-,13+,14-,15+/m0/s1",BYQVFYQLMNEWHZ-LJISPDSOSA-N,,"~{N}-[(3~{S},3~{a}~{S},6~{R},6~{a}~{R})-6-(5-phenyltetrazol-1-yl)-2,3,3~{a},5,6,6~{a}-hexahydrofuro[3,2-b]furan-3-yl]cyclopropanecarboxamide",2,44,25,341.37,341.14879,C17H19N5O3,0.57,91.16,4,7,1,7,1,0,2,0.87,0,0.53,5,,False,False,False,n1nc(-c2ccccc2)n(n1)C3COC4C3OCC4NCC5CC5,-1.75,Furofurans,Furofurans,Organoheterocyclic compounds,Furofurans,Alkaloids,,,False,,Supernatural3,,"N-[(3S,3aR,6S,6aR)-6-(5-phenyl-1,2,3,4-tetrazol-1-yl)-hexahydrofuro[3,2-b]furan-3-yl]cyclopropanecarboxamide",,False,,BYQVFYQLMNEWHZ-LJISPDSOSA-N,0.9982035160064697,0.8534640061855316,248
CNP0358244.1,C[C@@H](NS(C)(=O)=O)C1=C(C(=O)O)C(C2=CC=C(Cl)C=C2)=NO1,"InChI=1S/C13H13ClN2O5S/c1-7(16-22(2,19)20)12-10(13(17)18)11(15-21-12)8-3-5-9(14)6-4-8/h3-7,16H,1-2H3,(H,17,18)/t7-/m1/s1",GUOFWKLUORKYFF-SSDOTTSWSA-N,,3-(4-chlorophenyl)-5-[(1~{R})-1-(methanesulfonamido)ethyl]isoxazole-4-carboxylic acid,1,35,22,344.78,344.02337,C13H13ClN2O5S,2.3,109.5,5,5,2,5,2,0,2,0.86,0,0.23,2,,False,False,False,n1occc1-c2ccccc2,-1.2,Benzene and substituted derivatives,Halobenzenes,Benzenoids,Chlorobenzenes,,,,False,,ZINC NP,,,,False,,GUOFWKLUORKYFF-SSDOTTSWSA-N,0.9981377124786377,0.8534077441692353,249
CNP0517596.0,CC1=CC(C2=NC(=O)N=C(C3=CC=CC=C3)C2)=CC=C1O,"InChI=1S/C17H14N2O2/c1-11-9-13(7-8-16(11)20)15-10-14(18-17(21)19-15)12-5-3-2-4-6-12/h2-9,20H,10H2,1H3",AZXKZZMGLACNIJ-UHFFFAOYSA-N,4-(4-Hydroxy-3-Methylphenyl)-6-Phenylpyrimidin-2(5h)-One,4-(4-hydroxy-3-methyl-phenyl)-6-phenyl-5~{H}-pyrimidin-2-one,2,35,21,278.31,278.10553,C17H14N2O2,3.5,62.02,2,2,1,2,1,0,2,0.91,0,0.12,3,,False,False,False,N1=C(c2ccccc2)CC(=NC1)c3ccccc3,-0.14,Phenols,Cresols,Benzenoids,Ortho cresols,,,,False,,DrugBankNP,,4-(4-hydroxy-3-methyl phenyl)-6-phenyl pyrimidin-2(5h)-one|DB07151|NS00072371|PD006057|Q27096064|SCHEMBL21067340,,False,,AZXKZZMGLACNIJ-UHFFFAOYSA-N,0.9981095790863037,0.8533836901187897,250
CNP0013466.1,CC(C)(C)C1=CN(C[C@H]2C[C@H]3CC[N@]2C[C@@H]3C(=O)NC2=NC=CS2)N=N1,"InChI=1S/C18H26N6OS/c1-18(2,3)15-11-24(22-21-15)9-13-8-12-4-6-23(13)10-14(12)16(25)20-17-19-5-7-26-17/h5,7,11-14H,4,6,8-10H2,1-3H3,(H,19,20,25)/t12-,13-,14+/m1/s1",UYRCHTYFXSTMNQ-MCIONIFRSA-N,"(1~{S},3~{R},4~{R},6~{R})-6-[(4-~{tert}-butyltriazol-1-yl)methyl]-~{N}-thiazol-2-yl-quinuclidine-3-carboxamide","(1~{S},3~{R},4~{R},6~{R})-6-[(4-~{tert}-butyltriazol-1-yl)methyl]-~{N}-thiazol-2-yl-quinuclidine-3-carboxamide",1,52,26,374.51,374.18888,C18H26N6OS,2.38,75.94,4,7,1,7,1,0,2,0.89,0,0.67,5,,False,False,False,n1nn(cc1)CC2N3CCC(C2)C(CNc4nccs4)C3,-2.0,Piperidines,Piperidinecarboxylic acids and derivatives,Organoheterocyclic compounds,Piperidinecarboxamides,Alkaloids,,,False,,Super Natural II,,,,False,,UYRCHTYFXSTMNQ-MCIONIFRSA-N,0.9981095790863037,0.8533836901187897,251
CNP0017229.1,CC1(C)CN(C(=O)NCC2=CC=CC=C2)C[C@@H]2CN(CC3=NC=CS3)CCN21,"InChI=1S/C21H29N5OS/c1-21(2)16-25(20(27)23-12-17-6-4-3-5-7-17)14-18-13-24(9-10-26(18)21)15-19-22-8-11-28-19/h3-8,11,18H,9-10,12-16H2,1-2H3,(H,23,27)/t18-/m0/s1",XARMUIAMQDBTIR-SFHVURJKSA-N,,"(9~{a}~{S})-~{N}-benzyl-4,4-dimethyl-8-(thiazol-2-ylmethyl)-1,3,6,7,9,9~{a}-hexahydropyrazino[1,2-a]pyrazine-2-carboxamide",1,57,28,399.56,399.20928,C21H29N5OS,2.63,51.71,4,5,1,5,1,0,2,0.86,0,0.52,4,,False,False,False,n1ccsc1CN2CCN3CCN(CNCc4ccccc4)CC3C2,-1.74,Diazinanes,Piperazines,Organoheterocyclic compounds,Piperazine carboxamides,Alkaloids,Lysine alkaloids,Quinolizidine alkaloids,False,,ZINC NP,,,,False,,XARMUIAMQDBTIR-SFHVURJKSA-N,0.9980884194374084,0.8533655986189842,252
CNP0037765.2,CO[C@H]1CO[C@@H]2[C@@H]1OC[C@@H]2NC1=NC=CC(C2=CC=CO2)=N1,"InChI=1S/C15H17N3O4/c1-19-12-8-22-13-10(7-21-14(12)13)18-15-16-5-4-9(17-15)11-3-2-6-20-11/h2-6,10,12-14H,7-8H2,1H3,(H,16,17,18)/t10-,12-,13-,14+/m0/s1",GMNGSHKJJLVDQE-DOERSZECSA-N,,"~{N}-[(3~{S},3~{a}~{S},6~{S},6~{a}~{S})-6-methoxy-2,3,3~{a},5,6,6~{a}-hexahydrofuro[3,2-b]furan-3-yl]-4-(2-furyl)pyrimidin-2-amine",3,39,22,303.32,303.12191,C15H17N3O4,1.33,78.64,4,7,1,7,1,0,2,0.91,0,0.47,4,,False,False,False,n1ccc(nc1NC2COC3CCOC32)-c4occc4,-0.89,Furofurans,Furofurans,Organoheterocyclic compounds,Furofurans,Alkaloids,,,False,,Supernatural3,,"N-[(3S,3aR,6R,6aS)-6-methoxy-hexahydrofuro[3,2-b]furan-3-yl]-4-(furan-2-yl)pyrimidin-2-amine",,False,,GMNGSHKJJLVDQE-DOERSZECSA-N,0.998050332069397,0.8533330339193343,253
CNP0106599.1,CN(C(=O)C1=CC=CC=C1)[C@@H]1[C@H]2OC(C)(C)O[C@H]2O[C@H]1CO,"InChI=1S/C16H21NO5/c1-16(2)21-13-12(11(9-18)20-15(13)22-16)17(3)14(19)10-7-5-4-6-8-10/h4-8,11-13,15,18H,9H2,1-3H3/t11-,12-,13+,15+/m0/s1",XQVUPRWLKRCGCZ-RMRHIDDWSA-N,"N-[(3aR,5R,6S,6aR)-5-(hydroxymethyl)-2,2-dimethyl-3a,5,6,6a-tetrahydrofuro[2,3-d][1,3]dioxol-6-yl]-N-methylbenzamide","~{N}-[(3~{a}~{R},5~{R},6~{S},6~{a}~{R})-5-(hydroxymethyl)-2,2-dimethyl-3~{a},5,6,6~{a}-tetrahydrofuro[2,3-d][1,3]dioxol-6-yl]-~{N}-methyl-benzamide",1,43,22,307.35,307.14197,C16H21NO5,1.0,68.23,3,5,1,5,1,0,1,0.9,0,0.56,3,,False,False,False,O1COC2C1OCC2NCc3ccccc3,0.52,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzenoids,Benzamides,,,,False,,Super Natural II,,,,False,,XQVUPRWLKRCGCZ-RMRHIDDWSA-N,0.9980304837226868,0.8533160635828971,254
CNP0334776.2,C[C@]12CN3C[C@](C)(C[N@@](C1)[C@@H]3C1=CC=C(Br)C=C1)[C@@H]2O,"InChI=1S/C16H21BrN2O/c1-15-7-18-9-16(2,14(15)20)10-19(8-15)13(18)11-3-5-12(17)6-4-11/h3-6,13-14,20H,7-10H2,1-2H3/t13-,14-,15-,16+/m0/s1",OGNMPSHKRFKHDZ-YHUYYLMFSA-N,"2-(4-bromophenyl)-5,7-dimethyl-1,3-diazatricyclo[3.3.1.1^{3,7}]decan-6-ol","2-(4-bromophenyl)-5,7-dimethyl-1,3-diazatricyclo[3.3.1.1^{3,7}]decan-6-ol",1,41,20,337.26,336.08373,C16H21BrN2O,2.47,26.71,1,3,1,3,1,0,1,0.85,0,0.63,5,,False,False,False,c1ccc(cc1)C2N3CC4CN2CC(C3)C4,0.05,Benzene and substituted derivatives,Halobenzenes,Benzenoids,Bromobenzenes,Alkaloids,Lysine alkaloids,Indolizidine alkaloids,False,,Super Natural II,,,,False,,OGNMPSHKRFKHDZ-YHUYYLMFSA-N,0.9978126287460327,0.853129797577858,255
CNP0014299.1,CN1C(=O)[C@@H]2C[C@@H](CN2CC2=NC=CN2)OC2=CC=CC=C21,"InChI=1S/C16H18N4O2/c1-19-12-4-2-3-5-14(12)22-11-8-13(16(19)21)20(9-11)10-15-17-6-7-18-15/h2-7,11,13H,8-10H2,1H3,(H,17,18)/t11-,13-/m0/s1",KSXYQBZHDCNFRQ-AAEUAGOBSA-N,,"(1~{S},11~{S})-12-(1~{H}-imidazol-2-ylmethyl)-9-methyl-2-oxa-9,12-diazatricyclo[9.2.1.0^{3,8}]tetradeca-3,5,7-trien-10-one",1,40,22,298.35,298.14298,C16H18N4O2,1.41,61.46,2,4,1,4,1,0,2,0.91,0,0.38,4,,False,False,False,N=1C=C[N]C1CN2CC3Oc4ccccc4NCC2C3,-0.5,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Organic acids and derivatives,Alpha amino acids,Alkaloids,,,False,,ZINC NP,,,,False,,KSXYQBZHDCNFRQ-AAEUAGOBSA-N,0.997805655002594,0.8531238350272179,256
CNP0146469.1,COC1=CC=CC=C1NC(=O)N1C[C@@H]2OCC(=O)N(CC3=CC=CC=N3)[C@@H]2C1,"InChI=1S/C20H22N4O4/c1-27-17-8-3-2-7-15(17)22-20(26)23-11-16-18(12-23)28-13-19(25)24(16)10-14-6-4-5-9-21-14/h2-9,16,18H,10-13H2,1H3,(H,22,26)/t16-,18+/m1/s1",QQQUEVOJCWPVJG-AEFFLSMTSA-N,,"(4~{a}~{R},7~{a}~{S})-~{N}-(2-methoxyphenyl)-3-oxo-4-(2-pyridylmethyl)-4~{a},5,7,7~{a}-tetrahydropyrrolo[3,4-b][1,4]oxazine-6-carboxamide",1,50,28,382.42,382.16411,C20H22N4O4,1.73,84.0,4,5,1,5,1,0,2,0.87,0,0.35,4,,False,False,False,n1ccccc1CN2CCOC3CN(CNc4ccccc4)CC23,-1.6,Benzene and substituted derivatives,N-phenylureas,Benzenoids,N-phenylureas,Alkaloids,Ornithine alkaloids,,False,,ZINC NP,,,,False,,QQQUEVOJCWPVJG-AEFFLSMTSA-N,0.9977990984916687,0.8531182292103767,257
CNP0579450.1,CN1C(=O)[C@H](CC2=CC=CC=C2O)NC(=O)C1=CC1=CC=CC=C1,"InChI=1S/C19H18N2O3/c1-21-16(11-13-7-3-2-4-8-13)18(23)20-15(19(21)24)12-14-9-5-6-10-17(14)22/h2-11,15,22H,12H2,1H3,(H,20,23)/t15-/m0/s1",VBUDQOSTXCZQCE-HNNXBMFYSA-N,"(3S)-6-benzylidene-3-[(2-hydroxyphenyl)methyl]-1-methylpiperazine-2,5-dione","(3~{S})-6-benzylidene-3-[(2-hydroxyphenyl)methyl]-1-methyl-piperazine-2,5-dione",1,42,24,322.36,322.13174,C19H18N2O3,1.93,69.64,3,3,2,3,2,0,2,0.85,0,0.16,3,,False,False,False,c1ccc(cc1)C=C2NCC(NC2)Cc3ccccc3,0.62,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Organic acids and derivatives,Alpha amino acids,Alkaloids,,,False,,Supernatural3,,,,False,,VBUDQOSTXCZQCE-HNNXBMFYSA-N,0.9977009892463684,0.853034345805645,258
